Time [s];Mass² [g²];;;;
122,609011;0,004373564;;;;
124,177014;0,004423102;;;;
125,483014;0,004473512;;;;
126,811011;0,004498593;;;;
128,11601;0,00453608;;;;
129,422016;0,004590132;;;;
130,728012;0,004626456;;;;
132,036011;0,004657946;;;;
133,34201;0,00466777;;;;
134,647016;0,004718672;;;;
135,953016;0,00473622;;;;
137,261015;0,004802232;;;;
138,567015;0,004850153;;;;
139,872015;0,004898312;;;;
141,178017;0,004907972;;;;
142,486014;0,0049456;;;;
143,792018;0,004964676;;;;
145,098019;0,005009004;;;;
146,403018;0,005045336;;;;
147,729016;0,005055841;;;;
149,037014;0,005093538;;;;
150,363015;0,00513992;;;;
151,669022;0,005179134;;;;
152,976017;0,005198299;;;;
154,282018;0,005248367;;;;
155,608016;0,00527417;;;;
156,934018;0,005314898;;;;
158,241015;0,005329635;;;;
159,567011;0,005373465;;;;
161,117017;0,005419288;;;;
162,441019;0,00544529;;;;
163,76602;0,005483606;;;;
165,094017;0,005522496;;;;
166,400016;0,005557042;;;;
167,726024;0,005570714;;;;
169,054017;0,005598182;;;;
170,379018;0,005663995;;;;
171,705017;0,005690576;;;;
173,031017;0,005705156;;;;
174,339014;0,005739745;;;;
175,665019;0,005792799;;;;
176,990079;0,005816899;;;;
178,318018;0,005869176;;;;
179,884024;0,005908195;;;;
181,212018;0,005950841;;;;
182,537023;0,005974201;;;;
183,86306;0,00600486;;;;
185,19102;0,006070404;;;;
186,497019;0,006091613;;;;
187,802023;0,00612635;;;;
189,108026;0,006142017;;;;
190,41603;0,006187512;;;;
191,722021;0,006242826;;;;
193,028021;0,006281739;;;;
194,333035;0,006311922;;;;
195,641021;0,00636197;;;;
197,18902;0,006383289;;;;
198,495023;0,006385415;;;;
199,800019;0,006442474;;;;
201,106026;0,006472645;;;;
202,412025;0,0065133;;;;
203,398021;0,006562143;;;;
204,704025;0,006590512;;;;
206,009024;0,006628487;;;;
207,317028;0,006658928;;;;
208,643025;0,00669073;;;;
209,949027;0,006723496;;;;
211,255026;0,006789673;;;;
212,562019;0,006848426;;;;
213,868021;0,006895561;;;;
215,174025;0,006957645;;;;
216,480023;0,006924231;;;;
217,787021;0,006909888;;;;
219,093057;0,00694491;;;;
220,399038;0,007047611;;;;
221,705027;0,007071208;;;;
223,013021;0,007074606;;;;
224,318051;0,007099743;;;;
225,624038;0,007151316;;;;
226,930036;0,007210438;;;;
228,238023;0,007217385;;;;
229,544025;0,007292254;;;;
230,849031;0,007339624;;;;
232,155026;0,007385199;;;;
233,723027;0,007419451;;;;
235,029028;0,007434143;;;;
236,336022;0,007461612;;;;
237,642024;0,007478561;;;;
238,94803;0,007556483;;;;
240,254029;0,007603498;;;;
241,562048;0,007616909;;;;
242,867029;0,0076262;;;;
244,17303;0,00768008;;;;
245,479032;0,007725226;;;;
246,787024;0,007746894;;;;
248,092027;0,007812953;;;;
249,398074;0,007838582;;;;
250,70403;0,007872558;;;;
252,01204;0,007900299;;;;
253,318025;0,007949688;;;;
254,623051;0,008014134;;;;
255,929028;0,008035673;;;;
257,237029;0,008054323;;;;
258,54303;0,008057861;;;;
259,848064;0,008125407;;;;
261,396025;0,008185387;;;;
262,702034;0,008203585;;;;
264,00803;0,008227254;;;;
265,316026;0,008279895;;;;
266,621066;0,008306189;;;;
267,927034;0,008326589;;;;
269,233062;0,008364849;;;;
270,541031;0,008407624;;;;
271,846028;0,008418741;;;;
273,152032;0,008453588;;;;
274,458036;0,008477252;;;;
275,766028;0,008535055;;;;
277,072029;0,008566493;;;;
278,377072;0,008613163;;;;
279,683031;0,008657668;;;;
280,991029;0,008674639;;;;
282,297028;0,008714609;;;;
283,603042;0,008740294;;;;
284,908035;0,008765555;;;;
286,216031;0,008790391;;;;
287,522033;0,008842392;;;;
288,848038;0,008872812;;;;
290,173039;0,008943218;;;;
291,48103;0,008962799;;;;
292,787031;0,008964852;;;;
294,093049;0,009005578;;;;
295,399036;0,009076415;;;;
296,706032;0,009098772;;;;
298,012049;0,009116453;;;;
299,318035;0,009151205;;;;
