Time [s];Mass² [g²];;;;
272,731019;6,44698E-05;;;;
273,777012;6,39014E-05;;;;
274,82102;6,37912E-05;;;;
275,866018;6,25069E-05;;;;
276,912013;6,17845E-05;;;;
277,95602;6,13283E-05;;;;
279,002018;6,19395E-05;;;;
280,046018;6,19317E-05;;;;
281,09202;6,17535E-05;;;;
282,135055;6,102E-05;;;;
283,18102;6,0513E-05;;;;
284,227018;5,97641E-05;;;;
285,231038;5,85213E-05;;;;
286,237087;5,81374E-05;;;;
287,301021;5,80548E-05;;;;
288,346018;5,72542E-05;;;;
289,410022;5,61338E-05;;;;
290,45602;5,38322E-05;;;;
291,502018;5,41218E-05;;;;
292,546025;5,96575E-05;;;;
293,552017;6,1282E-05;;;;
294,595025;5,13102E-05;;;;
295,641022;4,68785E-05;;;;
296,687018;4,82719E-05;;;;
297,731029;4,94706E-05;;;;
298,777016;5,19972E-05;;;;
299,82002;4,87248E-05;;;;
