Time [s];Mass² [g²];;;;
174,381013;0,001274897;;;;
175,445018;0,001276164;;;;
176,510016;0,001279369;;;;
177,576015;0,001281626;;;;
178,640041;0,001286287;;;;
179,706011;0,001291842;;;;
180,772018;0,001289435;;;;
181,836018;0,00128947;;;;
182,821013;0,001292586;;;;
183,825019;0,001295209;;;;
184,891013;0,001299433;;;;
185,955048;0,001301103;;;;
187,021019;0,001300712;;;;
188,087044;0,001303414;;;;
189,150023;0,001304339;;;;
190,216022;0,001308043;;;;
191,282025;0,001312181;;;;
192,346018;0,001311039;;;;
193,412037;0,001310218;;;;
194,477025;0,001318113;;;;
195,541047;0,001321657;;;;
196,607035;0,001325242;;;;
197,673025;0,001324346;;;;
198,737031;0,00132388;;;;
199,803025;0,001326139;;;;
200,806019;0,001324668;;;;
201,812026;0,001323521;;;;
202,876018;0,001326032;;;;
203,942029;0,001329946;;;;
205,008026;0,001332355;;;;
206,072033;0,001334874;;;;
207,13703;0,001336206;;;;
208,143026;0,001341182;;;;
209,207032;0,001342626;;;;
210,273034;0,001343673;;;;
211,337032;0,001345444;;;;
212,402029;0,001347794;;;;
213,468027;0,001351994;;;;
214,532032;0,001352393;;;;
215,598064;0,001352719;;;;
216,66402;0,001357762;;;;
217,728062;0,001357072;;;;
218,793031;0,001357762;;;;
219,85902;0,001361541;;;;
220,923029;0,001362304;;;;
221,989047;0,00136365;;;;
222,993033;0,00136456;;;;
224,059023;0,001365106;;;;
225,124021;0,001367802;;;;
226,188026;0,001371741;;;;
227,254029;0,001370281;;;;
228,320019;0,001372288;;;;
229,384027;0,001375795;;;;
230,449031;0,001378794;;;;
231,515035;0,001380441;;;;
232,579024;0,00138121;;;;
233,64502;0,001381503;;;;
234,711071;0,001385718;;;;
235,775035;0,00138781;;;;
236,840024;0,001385608;;;;
237,906021;0,001385572;;;;
238,970026;0,001386452;;;;
240,036023;0,001394279;;;;
241,100027;0,001391189;;;;
242,086023;0,001389242;;;;
243,151019;0,001389499;;;;
244,215029;0,001391336;;;;
245,281019;0,001391851;;;;
246,345033;0,001392991;;;;
247,411022;0,001396119;;;;
248,476024;0,001398108;;;;
249,540038;0,001401611;;;;
250,606049;0,001404379;;;;
251,672037;0,0014063;;;;
252,736024;0,001403345;;;;
253,802034;0,001404711;;;;
254,867033;0,00141022;;;;
255,931037;0,001412923;;;;
256,99705;0,00141296;;;;
258,063031;0,001410257;;;;
259,127039;0,001402976;;;;
260,192031;0,001398808;;;;
261,258049;0,001408962;;;;
262,322032;0,001414331;;;;
263,388038;0,001420935;;;;
264,452046;0,001396819;;;;
265,518077;0,001372799;;;;
266,583048;0,001344107;;;;
267,647043;0,001363105;;;;
268,713035;0,001391006;;;;
269,779029;0,001422347;;;;
270,843046;0,001402201;;;;
271,889024;0,001377696;;;;
272,954029;0,001370354;;;;
274,018047;0,001406965;;;;
275,084025;0,001419227;;;;
276,150025;0,001421789;;;;
277,214029;0,001429156;;;;
278,279026;0,001434302;;;;
279,343044;0,001438298;;;;
280,40903;0,00144013;;;;
281,475027;0,001433481;;;;
282,47903;0,001432212;;;;
283,545027;0,00143628;;;;
284,61003;0,001444471;;;;
285,674035;0,001446606;;;;
286,740034;0,001445108;;;;
287,744032;0,001443946;;;;
288,810032;0,001446756;;;;
289,876027;0,001454713;;;;
290,939031;0,001459001;;;;
291,94503;0,001459415;;;;
293,009082;0,001460658;;;;
294,075032;0,001461675;;;;
295,14103;0,001456857;;;;
296,144034;0,001448031;;;;
297,150028;0,001446344;;;;
298,15407;0,001450582;;;;
299,220029;0,001451333;;;;
