Time [s];Mass² [g²];;;;
0;5,53539E-07;;;;
1,023997;1,69586E-06;;;;
2,071999;3,0551E-05;;;;
3,115011;0,000109358;;;;
4,160999;0,000162136;;;;
5,206998;0,00022936;;;;
6,250995;0,000266431;;;;
7,316998;0,000324121;;;;
8,359996;0,000370409;;;;
9,40606;0,000391935;;;;
10,472001;0,000428715;;;;
11,535995;0,000464061;;;;
12,602002;0,000497284;;;;
13,668001;0,000543514;;;;
14,731021;0,000566261;;;;
15,717011;0,000594726;;;;
16,780997;0,000620326;;;;
17,847011;0,00063432;;;;
18,912998;0,000650831;;;;
19,977012;0,000661357;;;;
21,042;0,00066865;;;;
22,108004;0,000679832;;;;
23,172006;0,000687045;;;;
24,238006;0,000697494;;;;
25,304017;0,00070514;;;;
26,367008;0,00071744;;;;
27,433001;0,000730165;;;;
28,498997;0,000729127;;;;
29,563008;0,000736008;;;;
30,628994;0,000747199;;;;
31,693008;0,000753569;;;;
32,758007;0,000757877;;;;
33,824005;0,000762332;;;;
34,88801;0,000772159;;;;
35,954;0,00077803;;;;
37,019998;0,000791418;;;;
38,084033;0,00080383;;;;
39,088997;0,000810129;;;;
40,153014;0,000815833;;;;
41,219001;0,00082054;;;;
42,285002;0,000831984;;;;
43,349001;0,000836994;;;;
44,414001;0,000837536;;;;
45,479998;0,000842677;;;;
46,54401;0,000846199;;;;
47,609997;0,000849786;;;;
48,676;0,000861402;;;;
49,740002;0,000869403;;;;
50,804997;0,000879398;;;;
51,870996;0,000884637;;;;
52,935003;0,000891155;;;;
54,000998;0,000895544;;;;
55,067002;0,000907586;;;;
56,130003;0,000913027;;;;
57,195997;0,000922221;;;;
58,260002;0,000925157;;;;
59,246005;0,000928366;;;;
60,250002;0,000949503;;;;
61,315997;0,000957414;;;;
62,380998;0,000962452;;;;
63,445033;0,000962727;;;;
64,451;0,000962483;;;;
65,517006;0,000967564;;;;
66,581001;0,000970294;;;;
67,647007;0,000975458;;;;
68,710003;0,000981592;;;;
69,776001;0,000987158;;;;
70,762012;0,000990628;;;;
71,826003;0,000992211;;;;
72,892013;0,000997401;;;;
73,956001;0,001007792;;;;
75,021002;0,001013838;;;;
76,027011;0,00102132;;;;
77,031011;0,001024345;;;;
78,097009;0,001030821;;;;
79,161011;0,001035921;;;;
80,226004;0,001035477;;;;
81,23201;0,001038619;;;;
82,238018;0,001047116;;;;
83,242022;0,001054431;;;;
84,248013;0,001058306;;;;
85,252047;0,001063474;;;;
86,317007;0,001067752;;;;
87,381007;0,001068428;;;;
88,447009;0,00107488;;;;
89,43302;0,001078696;;;;
90,497014;0,00108638;;;;
91,503012;0,001082162;;;;
92,566011;0,001080121;;;;
93,632013;0,00109142;;;;
94,698025;0,001098202;;;;
95,762018;0,001106251;;;;
96,828014;0,001109006;;;;
97,894008;0,00110976;;;;
98,957014;0,001113638;;;;
100,023013;0,0011073;;;;
101,087014;0,001106513;;;;
102,073103;0,001115743;;;;
103,13901;0,00112029;;;;
104,202015;0,001127426;;;;
105,268013;0,001137707;;;;
106,334006;0,001137773;;;;
107,398016;0,001135647;;;;
108,464034;0,001137042;;;;
109,528021;0,001138438;;;;
110,593019;0,001138637;;;;
111,659012;0,001138704;;;;
112,723022;0,001139901;;;;
113,789009;0,001143764;;;;
114,855004;0,001147333;;;;
115,919011;0,00114937;;;;
116,984005;0,001149704;;;;
118,050007;0,001148134;;;;
119,114014;0,001147733;;;;
120,180006;0,001153717;;;;
121,246016;0,001160387;;;;
122,30901;0,001165361;;;;
123,375006;0,001168997;;;;
124,441006;0,001170042;;;;
125,50504;0,001175441;;;;
126,571026;0,001180243;;;;
127,635009;0,001176117;;;;
128,70001;0,001193483;;;;
129,766008;0,001200268;;;;
130,830014;0,001199551;;;;
131,896016;0,001192054;;;;
132,962019;0,001187024;;;;
134,026087;0,001186515;;;;
135,091008;0,001179431;;;;
136,157015;0,001179803;;;;
137,221012;0,00118414;;;;
138,287019;0,001194028;;;;
139,353017;0,001192973;;;;
140,41601;0,001191612;;;;
141,482025;0,001211732;;;;
142,54802;0,00122232;;;;
143,612029;0,001225457;;;;
144,67802;0,001225423;;;;
145,742026;0,001225423;;;;
146,807022;0,001225457;;;;
147,873022;0,001223837;;;;
148,877024;0,001220564;;;;
149,943028;0,001224388;;;;
151,00901;0,001228737;;;;
152,073042;0,001230084;;;;
153,138019;0,001230223;;;;
154,202027;0,001237422;;;;
155,268021;0,001245999;;;;
156,33401;0,001246973;;;;
157,398035;0,001247043;;;;
158,463032;0,001250874;;;;
159,529011;0,001252896;;;;
160,593026;0,001256666;;;;
161,659023;0,001260302;;;;
162,725011;0,001262752;;;;
163,789015;0,001262787;;;;
164,854015;0,001263347;;;;
165,920013;0,001264433;;;;
166,984026;0,001264398;;;;
168,050012;0,001266537;;;;
169,116013;0,001269273;;;;
170,179016;0,001271978;;;;
171,245013;0,001273842;;;;
172,309019;0,001276094;;;;
173,315013;0,001274721;;;;
